gencodeId	geneSymbol	median	tissueSiteDetail	entrezGeneId	geneType	chromosome	start	end	strand	tss
ENSG00000198373.12	WWP2	26.5013	Lung	11060	protein coding	chr16	69762306	69941741	+	69762306
ENSG00000198496.10	NBR2	6.47025	Lung	10230	transcribed unprocessed pseudogene	chr17	43125610	43153671	+	43125610
ENSG00000198885.9	ITPRIPL1	1.59967	Lung	150771	protein coding	chr2	96325331	96330517	+	96325331
ENSG00000198912.10	C1orf174	21.9164	Lung	339448	protein coding	chr1	3889125	3900293	-	3900293
ENSG00000203705.10	TATDN3	7.3494	Lung	128387	protein coding	chr1	212791828	212816626	+	212791828
ENSG00000203875.10	SNHG5	96.2323	Lung	387066	processed transcript	chr6	85660950	85678736	-	85678736
ENSG00000204128.5	C2orf72	1.71129	Lung	257407	protein coding	chr2	231037490	231049719	+	231037490
ENSG00000204209.11	DAXX	42.5393	Lung	1616	protein coding	chr6	33318558	33329286	-	33329286
ENSG00000204348.9	DXO	36.8304	Lung	1797	protein coding	chr6	31969810	31972292	-	31972292
ENSG00000204351.11	SKIV2L	46.0272	Lung	6499	protein coding	chr6	31959080	31969755	+	31959080
ENSG00000204520.12	MICA	57.3451	Lung	100507436	protein coding	chr6	31399784	31415315	+	31399784
ENSG00000204574.12	ABCF1	52.7117	Lung	23	protein coding	chr6	30571376	30597179	+	30571376
ENSG00000204792.2	LINC01291	0.904221	Lung	102724515	lincRNA	chr2	74918148	74938418	+	74918148
ENSG00000205352.10	PRR13	142.362	Lung	54458	protein coding	chr12	53441605	53446645	+	53441605
ENSG00000205930.8	C21orf62-AS1	0.524597	Lung	54067	antisense	chr21	32772100	32893735	+	32772100
ENSG00000213930.11	GALT	36.1076	Lung	2592	protein coding	chr9	34638133	34651035	+	34638133
ENSG00000213999.15	MEF2B	11.4664	Lung	100271849	protein coding	chr19	19145568	19170289	-	19170289
ENSG00000214078.12	CPNE1	128.234	Lung	8904	protein coding	chr20	35626031	35664956	-	35664956
ENSG00000214135.8	AC024560.3	20.362	Lung	220729	transcribed unprocessed pseudogene	chr3	197578213	197627906	-	197627906
ENSG00000214174.8	AMZ2P1	7.28001	Lung	201283	transcribed unprocessed pseudogene	chr17	64966550	64975576	-	64975576
ENSG00000214425.7	LRRC37A4P	2.4538	Lung		transcribed unprocessed pseudogene	chr17	45506741	45550335	-	45550335
ENSG00000215039.6	CD27-AS1	26.5847	Lung	678655	processed transcript	chr12	6439001	6451567	-	6451567
ENSG00000215256.3	DHRS4-AS1	9.72747	Lung	55449	antisense	chr14	23938731	23988839	-	23988839
ENSG00000215424.9	MCM3AP-AS1	2.23936	Lung	114044	antisense	chr21	46229217	46259390	+	46229217
ENSG00000223745.7	CCDC18-AS1	18.6179	Lung	100131564	processed transcript	chr1	93262186	93346025	-	93346025
ENSG00000223773.7	CD99P1	4.33683	Lung	401577	transcribed unprocessed pseudogene	chrX	2609348	2657229	+	2609348
ENSG00000224870.6	RP4-758J18.2	16.3803	Lung	148413	processed transcript	chr1	1399522	1402046	+	1399522
ENSG00000226849.1	RP4-635E18.7	5.68081	Lung		antisense	chr1	11068471	11073097	+	11068471
ENSG00000228049.7	POLR2J2	0.75525	Lung	246721	protein coding	chr7	102665368	102671629	-	102671629
ENSG00000228050.1	TOP3BP1	0.100592	Lung		processed pseudogene	chr22	22223187	22224566	-	22224566
ENSG00000228278.3	ORM2	2.65199	Lung	5005	protein coding	chr9	114329869	114333252	+	114329869
ENSG00000228906.1	RP13-216E22.4	1.21834	Lung		lincRNA	chrX	73948973	73949558	+	73948973
ENSG00000229727.6	AC013460.1	0.103406	Lung	100506274	processed transcript	chr2	7421261	7450254	+	7421261
ENSG00000230415.1	LINC01786	3.16543	Lung		lincRNA	chr1	1275223	1280420	+	1275223
ENSG00000230836.1	LINC01293	0.182131	Lung		lincRNA	chr2	74940258	74942670	+	74940258
ENSG00000231050.1	RP1-140A9.1	0.507493	Lung	105378949	antisense	chr1	1891471	1892658	+	1891471
ENSG00000233016.6	SNHG7	43.0638	Lung	84973	antisense	chr9	136721366	136728184	-	136728184
ENSG00000233297.4	RASA4DP	1.31982	Lung		unprocessed pseudogene	chr7	102681836	102690469	-	102690469
ENSG00000234338.1	RP11-797H7.1	1.64357	Lung		processed pseudogene	chr7	64835280	64836882	-	64836882
ENSG00000234912.11	SNHG20	11.9004	Lung	654434	processed transcript	chr17	77086716	77094990	+	77086716
ENSG00000235111.1	RP1-29C18.8	1.00776	Lung		sense intronic	chr22	49612657	49615716	-	49615716
ENSG00000235151.1	AC114730.2	1.36538	Lung		lincRNA	chr2	241844380	241845036	+	241844380
ENSG00000235530.6	AC087294.2	0.336933	Lung		antisense	chr17	21214331	21230035	+	21214331
ENSG00000235821.1	IFITM4P	2.42981	Lung	340198	processed pseudogene	chr6	29750729	29751148	-	29751148
ENSG00000235863.3	B3GALT4	11.8875	Lung	8705	protein coding	chr6	33277132	33284832	+	33277132
ENSG00000235944.7	ZNF815P	1.45193	Lung		transcribed unprocessed pseudogene	chr7	5823160	5854435	+	5823160
ENSG00000236209.1	AC104135.2	0.244189	Lung		lincRNA	chr2	74919555	74924846	-	74924846
ENSG00000236384.7	LINC00479	0.154096	Lung	150135	lincRNA	chr21	41711520	41715775	-	41715775
ENSG00000237310.1	GS1-124K5.4	3.16399	Lung	100289098	lincRNA	chr7	66493706	66495474	+	66493706
ENSG00000239665.8	RP11-295P9.3	6.4711	Lung		processed transcript	chr10	13631143	13668445	+	13631143
ENSG00000240344.8	PPIL3	18.0107	Lung	53938	protein coding	chr2	200870907	200889303	-	200889303
ENSG00000241106.6	HLA-DOB	7.9703	Lung	3112	protein coding	chr6	32812763	32817048	-	32817048
ENSG00000241769.7	LINC00893	14.0783	Lung	100131434	antisense	chrX	149527591	149540959	-	149540959
ENSG00000241945.7	PWP2	0.659388	Lung	5822	protein coding	chr21	44107290	44131181	+	44107290
ENSG00000242110.7	AMACR	5.36051	Lung	23600	protein coding	chr5	33986178	34008108	-	34008108
ENSG00000242372.6	EIF6	98.3544	Lung	3692	protein coding	chr20	35278907	35284985	-	35284985
ENSG00000242612.6	DECR2	12.0454	Lung	26063	protein coding	chr16	401826	412487	+	401826
ENSG00000242852.6	ZNF709	1.40975	Lung	163051	protein coding	chr19	12461184	12513854	-	12513854
ENSG00000243646.9	IL10RB	28.3737	Lung	3588	protein coding	chr21	33266358	33310187	+	33266358
ENSG00000243725.6	TTC4	21.8801	Lung	7268	protein coding	chr1	54715822	54742657	+	54715822
ENSG00000244045.12	TMEM199	13.5751	Lung	147007	protein coding	chr17	28357581	28363683	+	28357581
ENSG00000244480.1	AC005154.7	7.31882	Lung		transcribed processed pseudogene	chr7	30523143	30524535	-	30524535
ENSG00000245275.7	SAP30L-AS1	0.958122	Lung	386627	antisense	chr5	154329437	154445850	-	154445850
ENSG00000248275.1	TRIM52-AS1	25.5862	Lung	100507602	processed transcript	chr5	181261212	181272307	+	181261212
ENSG00000248429.5	RP11-597D13.9	1.10783	Lung		antisense	chr4	158170752	158202877	+	158170752
ENSG00000250462.8	LRRC37BP1	8.37567	Lung		transcribed unprocessed pseudogene	chr17	30629680	30637466	+	30629680
ENSG00000251022.6	THAP9-AS1	39.4108	Lung	100499177	antisense	chr4	82893009	82900960	-	82900960
ENSG00000251136.8	RP11-37B2.1	3.03661	Lung	101929709	lincRNA	chr8	89609409	89757727	-	89757727
ENSG00000251451.1	GTF2IP9	2.85991	Lung		transcribed unprocessed pseudogene	chr7	66407288	66409239	-	66409239
ENSG00000253944.1	RP11-156K13.1	0.590024	Lung		antisense	chr8	17801345	17861069	+	17801345
ENSG00000254614.2	AP003068.23	3.36947	Lung	728975	antisense	chr11	65177606	65181834	-	65181834
ENSG00000255200.1	PGAM1P8	1.25096	Lung		transcribed processed pseudogene	chr11	65174117	65176470	-	65176470
ENSG00000255284.1	AP006621.5	9.85379	Lung	171391	lincRNA	chr11	777578	784297	+	777578
ENSG00000257093.6	KIAA1147	29.6387	Lung	57189	protein coding	chr7	141656728	141702153	-	141702153
ENSG00000257605.2	RP11-680A11.5	7.96915	Lung		antisense	chr12	53298655	53300314	-	53300314
ENSG00000257727.5	CNPY2	52.1383	Lung	10330	protein coding	chr12	56309842	56316336	-	56316336
ENSG00000258056.2	RP11-644F5.11	10.1527	Lung	105369779	antisense	chr12	55729104	55730852	+	55729104
ENSG00000258890.6	CEP95	27.067	Lung	90799	protein coding	chr17	64506588	64542461	+	64506588
ENSG00000259205.2	PRKXP1	2.07302	Lung		processed pseudogene	chr15	100553529	100558954	-	100558954
ENSG00000259367.1	RP11-815J21.4	0.315199	Lung		antisense	chr15	85619623	85670948	-	85670948
ENSG00000259429.5	UBE2Q2P2	2.47542	Lung	100134869	transcribed unprocessed pseudogene	chr15	82355142	82420075	+	82355142
ENSG00000260708.1	CTA-29F11.1	17.5851	Lung		antisense	chr22	46761894	46762563	-	46762563
ENSG00000260735.1	RP11-72I8.1	0.520284	Lung	100505915	antisense	chr16	15094411	15109197	+	15094411
ENSG00000261294.1	RP11-616M22.3	1.06233	Lung		antisense	chr16	1206560	1207124	-	1207124
ENSG00000261455.1	LINC01003	7.35105	Lung	100128822	lincRNA	chr7	152463786	152465549	+	152463786
ENSG00000261556.9	SMG1P7	5.03309	Lung	100506060	transcribed unprocessed pseudogene	chr16	70219574	70246610	-	70246610
ENSG00000262558.1	RP11-1260E13.3	0.344229	Lung		antisense	chr17	354737	356882	+	354737
ENSG00000262663.1	RP11-497H17.1	2.7456	Lung		lincRNA	chr17	82918282	82918785	+	82918282
ENSG00000264006.6	AKR1C8P	0.201443	Lung	340811	transcribed unprocessed pseudogene	chr10	5154143	5185187	-	5185187
ENSG00000266714.6	MYO15B	83.2506	Lung	80022	protein coding	chr17	75588058	75626501	+	75588058
ENSG00000267342.1	RP11-552F3.10	3.36774	Lung		antisense	chr17	75897060	75900148	+	75897060
ENSG00000267366.1	RP11-53B2.5	0.303831	Lung		antisense	chr18	13500641	13501289	-	13501289
ENSG00000267592.1	CTC-507E2.2	1.0952	Lung		processed pseudogene	chr17	35596904	35597128	-	35597128
ENSG00000267769.1	CTB-50L17.9	4.89035	Lung		antisense	chr19	4454014	4455286	+	4454014
ENSG00000269191.1	AC005387.2	2.75121	Lung		antisense	chr19	18532908	18536188	+	18532908
ENSG00000270127.2	RP11-526I2.5	4.54057	Lung		lincRNA	chr15	100547765	100550153	-	100550153
ENSG00000271122.1	RP11-379H18.1	4.76044	Lung	101930085	antisense	chr7	35695214	35699413	+	35695214
ENSG00000271324.1	RP11-10C24.2	1.88867	Lung		lincRNA	chr3	33793644	33794145	-	33794145
ENSG00000271643.1	RP11-10C24.3	2.22748	Lung		lincRNA	chr3	33795688	33796950	-	33796950
ENSG00000271670.1	RP11-95I16.4	1.16538	Lung		antisense	chr10	120879256	120880667	-	120880667
ENSG00000271780.1	RP11-1017G21.5	3.29565	Lung		lincRNA	chr14	101948347	101949425	+	101948347
ENSG00000271795.1	CTC-251D13.1	1.07238	Lung		antisense	chr5	151509453	151512769	+	151509453
ENSG00000272030.1	RP1-178F15.4	6.2878	Lung		antisense	chr1	153631438	153634397	-	153634397
ENSG00000272047.1	GTF2H5	5.54062	Lung	404672	protein coding	chr6	158168352	158199344	+	158168352
ENSG00000272277.1	RP1-40E16.12	1.30746	Lung		antisense	chr6	3068045	3068894	-	3068894
ENSG00000272335.1	RP11-53O19.3	8.20437	Lung		lincRNA	chr5	44826076	44828592	+	44826076
ENSG00000272894.5	RP5-1159O4.1	7.82247	Lung		lincRNA	chr7	7552462	7566996	-	7566996
ENSG00000272977.1	CTA-390C10.10	1.9658	Lung		sense intronic	chr22	25476218	25479971	+	25476218
ENSG00000273055.1	CTB-13F3.1	9.26719	Lung		antisense	chr7	107942116	107942740	+	107942116
ENSG00000273240.1	RP11-455J20.3	1.3611	Lung		antisense	chr2	189763859	189764456	-	189764456
ENSG00000273270.1	RP11-212P7.2	2.2991	Lung		lincRNA	chr7	128524016	128531069	-	128531069
ENSG00000273344.1	PAXIP1-AS1	10.81	Lung	202781	lincRNA	chr7	155003448	155005703	+	155003448
ENSG00000274523.4	RCC1L	28.2623	Lung	81554	protein coding	chr7	75027122	75074228	-	75074228
ENSG00000275066.4	SYNRG	15.5738	Lung	11276	protein coding	chr17	37514797	37609496	-	37609496
ENSG00000275392.1	RP11-164O23.8	1.01256	Lung		antisense	chr1	207127010	207127486	-	207127486
ENSG00000276850.4	CH17-360D5.2	6.73631	Lung		lincRNA	chr10	47908064	47991850	-	47991850
ENSG00000278784.1	RP11-468E2.11	11.547	Lung		sense intronic	chr14	24201612	24202811	-	24202811
ENSG00000278970.1	HEIH	74.1475	Lung	100859930	TEC	chr5	180829954	180831605	-	180831605
ENSG00000279159.1	RP3-394A18.1	1.26932	Lung		antisense	chr22	29978950	30028236	-	30028236
ENSG00000279640.1	RP13-977J11.6	0.531241	Lung		TEC	chr12	132100013	132100820	-	132100820
ENSG00000279641.1	CTD-2545G14.6	0.660789	Lung		TEC	chr17	7242200	7243814	+	7242200
ENSG00000279766.1	RP11-642A1.2	2.66016	Lung		TEC	chr8	140572142	140572812	-	140572812
ENSG00000280152.1	RP11-331F4.5	1.04828	Lung		TEC	chr16	75245994	75250077	-	75250077
ENSG00000281490.1	CICP14	14.0222	Lung		processed pseudogene	chr7	128655962	128658791	-	128658791
ENSG00000283103.1	LLNLR-245B6.1	16.286	Lung		antisense	chr19	58310449	58326933	-	58326933
ENSG00000037474.14	NSUN2	36.7306	Minor Salivary Gland	54888	protein coding	chr5	6599239	6633291	-	6633291
ENSG00000099849.14	RASSF7	42.5788	Minor Salivary Gland	8045	protein coding	chr11	560404	564021	+	560404
ENSG00000099957.16	P2RX6	0.382729	Minor Salivary Gland	9127	protein coding	chr22	21009808	21028830	+	21009808
ENSG00000102910.13	LONP2	25.0505	Minor Salivary Gland	83752	protein coding	chr16	48244296	48363122	+	48244296
ENSG00000108556.7	CHRNE	2.0692	Minor Salivary Gland	1145	protein coding	chr17	4897774	4903074	-	4903074
ENSG00000111581.9	NUP107	8.67507	Minor Salivary Gland	57122	protein coding	chr12	68686734	68745809	+	68686734
ENSG00000113971.19	NPHP3	16.2374	Minor Salivary Gland	27031	protein coding	chr3	132680609	132722442	-	132722442
ENSG00000117640.17	MTFR1L	33.7764	Minor Salivary Gland	56181	protein coding	chr1	25818640	25832942	+	25818640
ENSG00000134571.10	MYBPC3	0.346198	Minor Salivary Gland	4607	protein coding	chr11	47331397	47352702	-	47352702
ENSG00000134905.16	CARS2	17.8521	Minor Salivary Gland	79587	protein coding	chr13	110641412	110713603	-	110713603
ENSG00000135744.7	AGT	5.54074	Minor Salivary Gland	183	protein coding	chr1	230702523	230714297	-	230714297
ENSG00000146556.14	WASH2P	8.48942	Minor Salivary Gland	375260	transcribed unprocessed pseudogene	chr2	113588550	113599043	+	113588550
ENSG00000152254.10	G6PC2	0.0864252	Minor Salivary Gland	57818	protein coding	chr2	168901240	168910000	+	168901240
ENSG00000159110.19	IFNAR2	13.453	Minor Salivary Gland	3455	protein coding	chr21	33229901	33265675	+	33229901
ENSG00000167930.15	FAM234A	38.6077	Minor Salivary Gland	83986	protein coding	chr16	234546	268971	+	234546
ENSG00000172824.14	CES4A	8.79486	Minor Salivary Gland	283848	protein coding	chr16	66988589	67009758	+	66988589
ENSG00000173295.7	FAM86B3P	2.6277	Minor Salivary Gland	286042	transcribed unprocessed pseudogene	chr8	8228595	8244865	+	8228595
ENSG00000175106.16	TVP23C	3.26913	Minor Salivary Gland	201158	protein coding	chr17	15502264	15563595	-	15563595
ENSG00000175643.8	RMI2	1.35997	Minor Salivary Gland	116028	protein coding	chr16	11249619	11351762	+	11249619
ENSG00000183605.16	SFXN4	30.0587	Minor Salivary Gland	119559	protein coding	chr10	119140767	119165667	-	119165667
ENSG00000196655.11	TRAPPC4	26.9228	Minor Salivary Gland	51399	protein coding	chr11	119018432	119025454	+	119018432
ENSG00000197728.9	RPS26	258.639	Minor Salivary Gland	6231	protein coding	chr12	56041853	56044675	+	56041853
ENSG00000197774.12	EME2	17.0256	Minor Salivary Gland	197342	protein coding	chr16	1773207	1781708	+	1773207
ENSG00000214078.12	CPNE1	78.2848	Minor Salivary Gland	8904	protein coding	chr20	35626031	35664956	-	35664956
ENSG00000214087.8	ARL16	36.6411	Minor Salivary Gland	339231	protein coding	chr17	81681174	81683924	-	81683924
ENSG00000227953.6	LINC01341	0.518247	Minor Salivary Gland		processed transcript	chr1	246776013	246792385	+	246776013
ENSG00000251381.7	LINC00958	0.834094	Minor Salivary Gland	100506305	lincRNA	chr11	12961842	12989548	-	12989548
ENSG00000254860.5	TMEM9B-AS1	3.83112	Minor Salivary Gland	493900	antisense	chr11	8964675	8977527	+	8964675
ENSG00000272894.5	RP5-1159O4.1	8.8337	Minor Salivary Gland		lincRNA	chr7	7552462	7566996	-	7566996
ENSG00000279246.1	RP11-286N22.14	1.31813	Minor Salivary Gland		TEC	chr11	61352244	61354477	+	61352244
ENSG00000000003.14	TSPAN6	1.83438	Muscle - Skeletal	7105	protein coding	chrX	100627109	100639991	-	100639991
ENSG00000002586.18	CD99	47.4187	Muscle - Skeletal	4267	protein coding	chrX	2691179	2741309	+	2691179
ENSG00000003249.13	DBNDD1	13.8787	Muscle - Skeletal	79007	protein coding	chr16	90004865	90020128	-	90020128
ENSG00000005156.11	LIG3	6.84445	Muscle - Skeletal	3980	protein coding	chr17	34980494	35009743	+	34980494
ENSG00000008128.22	CDK11A	10.5164	Muscle - Skeletal	728642	protein coding	chr1	1702730	1724324	-	1724324
ENSG00000013374.15	NUB1	23.4667	Muscle - Skeletal	51667	protein coding	chr7	151341699	151378449	+	151341699
ENSG00000018408.14	WWTR1	5.33728	Muscle - Skeletal	25937	protein coding	chr3	149517235	149736714	-	149736714
ENSG00000022277.12	RTFDC1	53.2211	Muscle - Skeletal	51507	protein coding	chr20	56468585	56519449	+	56468585
ENSG00000026950.16	BTN3A1	2.56491	Muscle - Skeletal	11119	protein coding	chr6	26402237	26415216	+	26402237
ENSG00000032444.15	PNPLA6	21.1309	Muscle - Skeletal	10908	protein coding	chr19	7534004	7561764	+	7534004
ENSG00000041988.15	THAP3	8.22945	Muscle - Skeletal	90326	protein coding	chr1	6624866	6635586	+	6624866
ENSG00000048162.20	NOP16	29.1243	Muscle - Skeletal	51491	protein coding	chr5	176383938	176388975	-	176388975
ENSG00000048707.13	VPS13D	12.4647	Muscle - Skeletal	55187	protein coding	chr1	12230067	12512047	+	12230067
ENSG00000053372.4	MRTO4	15.0768	Muscle - Skeletal	51154	protein coding	chr1	19251539	19260128	+	19251539
ENSG00000065000.15	AP3D1	47.9528	Muscle - Skeletal	8943	protein coding	chr19	2100988	2164465	-	2164465
ENSG00000065057.7	NTHL1	3.70644	Muscle - Skeletal	4913	protein coding	chr16	2039815	2047866	-	2047866
ENSG00000066230.10	SLC9A3	0.270066	Muscle - Skeletal	6550	protein coding	chr5	473310	524332	-	524332
ENSG00000069943.9	PIGB	1.07077	Muscle - Skeletal	9488	protein coding	chr15	55318960	55355648	+	55318960
ENSG00000070413.19	DGCR2	20.0677	Muscle - Skeletal	9993	protein coding	chr22	19036282	19122454	-	19122454
ENSG00000071889.16	FAM3A	22.3771	Muscle - Skeletal	60343	protein coding	chrX	154506159	154516242	-	154516242
ENSG00000071894.16	CPSF1	22.9139	Muscle - Skeletal	29894	protein coding	chr8	144393229	144409349	-	144409349
ENSG00000073050.11	XRCC1	11.6582	Muscle - Skeletal	7515	protein coding	chr19	43543040	43580473	-	43580473
ENSG00000073169.13	SELENOO	23.9823	Muscle - Skeletal	83642	protein coding	chr22	50200979	50217616	+	50200979
ENSG00000076924.11	XAB2	29.3475	Muscle - Skeletal	56949	protein coding	chr19	7619525	7629565	-	7629565
ENSG00000079459.12	FDFT1	47.8585	Muscle - Skeletal	2222	protein coding	chr8	11795573	11839309	+	11795573
ENSG00000083097.14	DOPEY1	5.71067	Muscle - Skeletal	23033	protein coding	chr6	83067666	83171350	+	83067666
ENSG00000083857.13	FAT1	0.945414	Muscle - Skeletal	2195	protein coding	chr4	186587783	186726722	-	186726722
ENSG00000084072.16	PPIE	7.44315	Muscle - Skeletal	10450	protein coding	chr1	39692182	39763914	+	39692182
ENSG00000084623.11	EIF3I	172.347	Muscle - Skeletal	8668	protein coding	chr1	32221928	32231604	+	32221928
ENSG00000085733.15	CTTN	51.1127	Muscle - Skeletal	2017	protein coding	chr11	70398404	70436584	+	70398404
ENSG00000086730.16	LAT2	1.357	Muscle - Skeletal	7462	protein coding	chr7	74199652	74229834	+	74199652
ENSG00000087008.15	ACOX3	4.41011	Muscle - Skeletal	8310	protein coding	chr4	8366282	8440723	-	8440723
ENSG00000087191.12	PSMC5	180.4	Muscle - Skeletal	5705	protein coding	chr17	63827152	63832026	+	63827152
ENSG00000087586.17	AURKA	3.26456	Muscle - Skeletal	6790	protein coding	chr20	56369389	56392337	-	56392337
ENSG00000089597.16	GANAB	41.6343	Muscle - Skeletal	23193	protein coding	chr11	62624826	62646726	-	62646726
ENSG00000090432.6	MUL1	26.9689	Muscle - Skeletal	79594	protein coding	chr1	20499448	20508161	-	20508161
ENSG00000095485.16	CWF19L1	6.27415	Muscle - Skeletal	55280	protein coding	chr10	100232298	100267680	-	100267680
ENSG00000099330.8	OCEL1	7.79796	Muscle - Skeletal	79629	protein coding	chr19	17226204	17229219	+	17226204
ENSG00000099624.7	ATP5D	391.848	Muscle - Skeletal	513	protein coding	chr19	1241746	1244826	+	1241746
ENSG00000099795.6	NDUFB7	324.604	Muscle - Skeletal	4713	protein coding	chr19	14566078	14572062	-	14572062
ENSG00000099917.17	MED15	34.1299	Muscle - Skeletal	51586	protein coding	chr22	20495913	20587632	+	20495913
ENSG00000100053.9	CRYBB3	0.129924	Muscle - Skeletal	1417	protein coding	chr22	25199850	25207363	+	25199850
ENSG00000100058.12	CRYBB2P1	1.21223	Muscle - Skeletal	1416	transcribed unprocessed pseudogene	chr22	25448105	25520854	+	25448105
ENSG00000100241.20	SBF1	41.7126	Muscle - Skeletal	6305	protein coding	chr22	50445000	50475024	-	50475024
ENSG00000100364.18	KIAA0930	9.15427	Muscle - Skeletal	23313	protein coding	chr22	45190338	45240769	-	45240769
ENSG00000100376.11	FAM118A	10.5463	Muscle - Skeletal	55007	protein coding	chr22	45308968	45341955	+	45308968
ENSG00000100412.15	ACO2	272.363	Muscle - Skeletal	50	protein coding	chr22	41469125	41528989	+	41469125
ENSG00000100413.16	POLR3H	7.89504	Muscle - Skeletal	171568	protein coding	chr22	41525804	41544606	-	41544606
ENSG00000100697.14	DICER1	14.0324	Muscle - Skeletal	23405	protein coding	chr14	95086228	95158010	-	95158010
ENSG00000101138.11	CSTF1	6.33195	Muscle - Skeletal	1477	protein coding	chr20	56392371	56406369	+	56392371
ENSG00000101181.17	MTG2	11.9554	Muscle - Skeletal	26164	protein coding	chr20	62183029	62203568	+	62183029
ENSG00000101421.3	CHMP4B	173.13	Muscle - Skeletal	128866	protein coding	chr20	33811304	33854366	+	33811304
ENSG00000101457.12	DNTTIP1	35.234	Muscle - Skeletal	116092	protein coding	chr20	45791937	45811427	+	45791937
ENSG00000101546.12	RBFA	15.0731	Muscle - Skeletal	79863	protein coding	chr18	80034358	80046397	+	80034358
ENSG00000102309.12	PIN4	4.88114	Muscle - Skeletal	5303	protein coding	chrX	72181353	72302926	+	72181353
ENSG00000102401.19	ARMCX3	18.0876	Muscle - Skeletal	51566	protein coding	chrX	101622797	101627843	+	101622797
ENSG00000103148.15	NPRL3	19.2131	Muscle - Skeletal	8131	protein coding	chr16	84271	138860	-	138860
ENSG00000103423.13	DNAJA3	55.8385	Muscle - Skeletal	9093	protein coding	chr16	4425805	4456775	+	4425805
ENSG00000103550.13	KNOP1	2.35789	Muscle - Skeletal	400506	protein coding	chr16	19701934	19718235	-	19718235
ENSG00000103811.15	CTSH	6.52355	Muscle - Skeletal	1512	protein coding	chr15	78921058	78949574	-	78949574
ENSG00000103876.11	FAH	7.10958	Muscle - Skeletal	2184	protein coding	chr15	80152490	80186946	+	80152490
ENSG00000103932.11	RPAP1	13.423	Muscle - Skeletal	26015	protein coding	chr15	41517176	41544269	-	41544269
ENSG00000103966.10	EHD4	3.33145	Muscle - Skeletal	30844	protein coding	chr15	41895939	41972578	-	41972578
ENSG00000104231.10	ZFAND1	8.55378	Muscle - Skeletal	79752	protein coding	chr8	81701334	81732903	-	81732903
ENSG00000104320.13	NBN	7.40665	Muscle - Skeletal	4683	protein coding	chr8	89933336	90003228	-	90003228
ENSG00000104388.14	RAB2A	53.7483	Muscle - Skeletal	5862	protein coding	chr8	60516857	60623627	+	60516857
ENSG00000105048.16	TNNT1	4830.78	Muscle - Skeletal	7138	protein coding	chr19	55132794	55149354	-	55149354
ENSG00000105185.11	PDCD5	45.4689	Muscle - Skeletal	9141	protein coding	chr19	32581068	32587452	+	32581068
ENSG00000105520.10	PLPPR2	23.0316	Muscle - Skeletal	64748	protein coding	chr19	11355386	11365698	+	11355386
ENSG00000105771.13	SMG9	3.17442	Muscle - Skeletal	56006	protein coding	chr19	43727992	43754990	-	43754990
ENSG00000106049.8	HIBADH	60.6832	Muscle - Skeletal	11112	protein coding	chr7	27525442	27662995	-	27662995
ENSG00000106638.15	TBL2	4.10422	Muscle - Skeletal	26608	protein coding	chr7	73568932	73578791	-	73578791
ENSG00000106853.18	PTGR1	4.0464	Muscle - Skeletal	22949	protein coding	chr9	111549722	111599855	-	111599855
ENSG00000107551.20	RASSF4	11.0666	Muscle - Skeletal	83937	protein coding	chr10	44959407	44995891	+	44959407
ENSG00000107789.15	MINPP1	3.051	Muscle - Skeletal	9562	protein coding	chr10	87504875	87553460	+	87504875
ENSG00000107957.16	SH3PXD2A	13.3259	Muscle - Skeletal	9644	protein coding	chr10	103594027	103855543	-	103855543
ENSG00000108592.16	FTSJ3	24.043	Muscle - Skeletal	117246	protein coding	chr17	63819433	63830012	-	63830012
ENSG00000109065.11	NAT9	9.52376	Muscle - Skeletal	26151	protein coding	chr17	74770547	74776367	-	74776367
ENSG00000109171.14	SLAIN2	29.0216	Muscle - Skeletal	57606	protein coding	chr4	48341322	48426212	+	48341322
ENSG00000109775.10	UFSP2	28.1309	Muscle - Skeletal	55325	protein coding	chr4	185399540	185425985	-	185425985
ENSG00000111215.11	PRR4	2.09266	Muscle - Skeletal	5554	protein coding	chr12	10845849	11171613	-	11171613
ENSG00000111361.12	EIF2B1	24.042	Muscle - Skeletal	1967	protein coding	chr12	123620406	123633766	-	123633766
ENSG00000112078.13	KCTD20	14.2601	Muscle - Skeletal	222658	protein coding	chr6	36442767	36491143	+	36442767
ENSG00000112249.13	ASCC3	3.39171	Muscle - Skeletal	10973	protein coding	chr6	100508194	100881372	-	100881372
ENSG00000112763.15	BTN2A1	8.15714	Muscle - Skeletal	11120	protein coding	chr6	26457904	26476621	+	26457904
ENSG00000113621.14	TXNDC15	13.9406	Muscle - Skeletal	79770	protein coding	chr5	134873803	134901525	+	134873803
ENSG00000115350.11	POLE4	26.7596	Muscle - Skeletal	56655	protein coding	chr2	74958492	74970128	+	74958492
ENSG00000115816.14	CEBPZ	28.1449	Muscle - Skeletal	10153	protein coding	chr2	37201612	37231713	-	37231713
ENSG00000115944.14	COX7A2L	12.2282	Muscle - Skeletal	9167	protein coding	chr2	42333546	42425088	-	42425088
ENSG00000116213.15	WRAP73	10.6141	Muscle - Skeletal	49856	protein coding	chr1	3630767	3652761	-	3652761
ENSG00000116459.10	ATP5F1	112.027	Muscle - Skeletal	515	protein coding	chr1	111448864	111462773	+	111448864
ENSG00000116688.16	MFN2	158.447	Muscle - Skeletal	9927	protein coding	chr1	11980181	12013514	+	11980181
